Food Name,Category,Calories (per 100g),Carbs (g),Protein (g),Fat (g),Serving Size (g),Meal Time,Dietary Suitability,Ingredients,Description
Pongal,Breakfast,135,34.5,2.2,9.3,250,Afternoon,Weight Gain,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Pav Bhaji,Snack,81,61.6,4.1,16.0,100,Morning,Immunity Boost,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Vadai,Snack,165,48.7,8.0,4.7,250,Morning,Balanced Diet,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Fish Fry,Side Dish,47,10.2,5.7,11.2,150,Anytime,Immunity Boost,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Tamarind Rice,Lunch,68,67.4,13.4,2.0,250,Anytime,Balanced Diet,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Mutton Curry,Side Dish,311,50.1,4.7,13.4,250,Anytime,Weight Loss,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Curd Rice,Lunch,398,31.8,2.6,6.2,300,Morning,Diabetic Friendly,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Pav Bhaji,Snack,262,58.8,8.9,18.9,150,Anytime,Immunity Boost,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Beans Stir Fry,Side Dish,357,40.5,7.4,8.9,250,Evening,Balanced Diet,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Peanut Ladoo,Snack,388,49.5,18.7,4.7,250,Morning,Diabetic Friendly,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Pongal,Breakfast,50,17.8,13.6,15.0,200,Afternoon,Weight Gain,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Curd Rice,Lunch,101,66.1,15.0,6.9,200,Anytime,Weight Loss,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Mutton Curry,Side Dish,276,25.2,15.9,13.4,250,Morning,Immunity Boost,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Biryani,Lunch,291,46.1,14.3,7.3,150,Anytime,Diabetic Friendly,Ingredients Not Available,Biryani is a popular dish served as lunch.
Rasam,Soup,382,10.6,15.2,27.8,300,Anytime,Weight Gain,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Aloo Paratha,Breakfast,229,63.0,9.4,28.9,150,Afternoon,Weight Loss,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Mint Chutney,Side Dish,328,34.1,4.4,20.3,200,Afternoon,Immunity Boost,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Egg Dosa,Breakfast,286,55.6,4.2,4.8,100,Afternoon,Weight Gain,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Egg Dosa,Breakfast,345,33.8,11.6,21.4,100,Afternoon,Immunity Boost,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Peanut Ladoo,Snack,221,32.8,6.3,21.8,250,Afternoon,Diabetic Friendly,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Idiyappam,Breakfast,138,56.9,17.0,7.6,200,Evening,Balanced Diet,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Pongal,Breakfast,259,65.2,9.6,13.3,200,Evening,Immunity Boost,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Dosa,Breakfast,350,18.7,3.6,3.9,250,Evening,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Peanut Ladoo,Snack,317,58.1,11.0,7.1,200,Afternoon,Immunity Boost,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Egg Curry,Side Dish,156,62.5,18.9,14.4,100,Afternoon,Diabetic Friendly,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Chapati,Lunch,319,45.7,4.1,26.9,100,Afternoon,Weight Loss,Ingredients Not Available,Chapati is a popular dish served as lunch.
Curd Rice,Lunch,300,14.3,6.7,28.9,250,Morning,Immunity Boost,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Egg Curry,Side Dish,316,13.5,8.7,7.8,150,Afternoon,Weight Gain,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Pumpkin Sambar,Side Dish,156,21.6,9.1,21.5,300,Morning,Weight Gain,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Egg Dosa,Breakfast,169,19.4,4.5,25.4,100,Morning,Diabetic Friendly,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Pongal,Breakfast,140,24.0,11.6,2.7,200,Morning,Immunity Boost,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Payasam,Dessert,43,20.0,5.8,24.8,250,Afternoon,Balanced Diet,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Fish Fry,Side Dish,388,28.5,18.6,11.3,150,Evening,Weight Loss,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Ghee Rice,Lunch,117,61.1,11.8,19.3,100,Evening,Diabetic Friendly,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Vegetable Salad,Snack,222,44.4,13.3,13.2,200,Afternoon,Weight Loss,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Aloo Paratha,Breakfast,257,45.3,13.9,14.5,100,Anytime,Balanced Diet,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Kootu,Side Dish,114,44.9,12.4,4.4,250,Afternoon,Diabetic Friendly,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Egg Curry,Side Dish,95,53.6,11.9,16.9,250,Afternoon,Diabetic Friendly,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Aloo Paratha,Breakfast,245,51.9,8.9,26.2,250,Anytime,Balanced Diet,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Egg Dosa,Breakfast,258,67.9,10.8,13.3,250,Anytime,Balanced Diet,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Chapati,Lunch,99,36.1,15.5,4.0,100,Anytime,Balanced Diet,Ingredients Not Available,Chapati is a popular dish served as lunch.
Vegetable Sandwich,Snack,368,56.2,9.3,21.0,100,Anytime,Balanced Diet,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Keerai Poriyal,Side Dish,251,54.7,4.2,12.4,250,Morning,Weight Gain,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Coconut Chutney,Side Dish,369,20.6,16.1,29.2,150,Morning,Diabetic Friendly,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Mint Chutney,Side Dish,259,18.5,18.5,5.8,150,Evening,Weight Gain,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Milkshake,Beverage,50,37.5,9.8,15.3,100,Evening,Diabetic Friendly,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Dosa,Breakfast,59,42.7,10.1,26.1,100,Anytime,Weight Loss,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Vadai,Snack,82,68.2,3.6,23.6,100,Morning,Immunity Boost,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Beans Stir Fry,Side Dish,231,22.2,13.5,4.8,200,Afternoon,Weight Gain,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Peanut Ladoo,Snack,161,46.8,16.4,12.8,250,Evening,Weight Gain,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Milkshake,Beverage,268,16.6,11.3,28.1,200,Morning,Weight Gain,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Sambar,Side Dish,242,32.0,15.6,4.7,100,Afternoon,Weight Gain,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Ghee Rice,Lunch,80,58.7,17.3,20.4,200,Morning,Weight Gain,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Mint Chutney,Side Dish,51,16.5,14.9,29.8,100,Afternoon,Weight Gain,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Mint Chutney,Side Dish,77,69.5,11.8,14.1,150,Morning,Diabetic Friendly,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Beans Stir Fry,Side Dish,178,10.2,9.2,17.3,100,Afternoon,Weight Gain,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Kootu,Side Dish,303,53.0,5.6,7.1,200,Morning,Diabetic Friendly,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Vadai,Snack,300,64.5,3.6,25.2,150,Morning,Immunity Boost,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Dal Tadka,Side Dish,140,12.7,4.7,13.7,100,Evening,Balanced Diet,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Chicken 65,Snack,219,18.8,13.5,20.3,300,Morning,Weight Gain,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Dosa,Breakfast,291,47.4,19.5,22.2,150,Evening,Weight Loss,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Pesarattu,Breakfast,155,30.6,3.4,1.7,150,Morning,Diabetic Friendly,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Mutton Curry,Side Dish,276,41.1,16.2,19.8,250,Anytime,Diabetic Friendly,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Dosa,Breakfast,290,62.1,14.3,28.0,200,Evening,Weight Loss,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Keerai Poriyal,Side Dish,221,65.9,6.8,4.4,300,Morning,Diabetic Friendly,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Pongal,Breakfast,73,15.9,18.2,14.5,200,Afternoon,Weight Gain,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Egg Dosa,Breakfast,170,44.1,8.1,20.7,250,Anytime,Weight Gain,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Ragi Mudde,Lunch,162,18.9,15.3,9.5,100,Morning,Balanced Diet,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Mint Chutney,Side Dish,400,56.2,15.0,10.2,150,Anytime,Balanced Diet,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Masala Tea,Beverage,209,33.9,13.2,27.3,200,Morning,Diabetic Friendly,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Upma,Breakfast,321,23.3,14.1,1.1,100,Evening,Weight Loss,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Vegetable Kurma,Side Dish,247,56.9,11.6,24.5,100,Morning,Immunity Boost,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Egg Dosa,Breakfast,104,10.7,3.8,15.1,150,Anytime,Diabetic Friendly,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Kuzhambu,Side Dish,75,19.3,3.9,21.1,150,Anytime,Immunity Boost,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Rasam,Soup,118,39.1,8.3,10.1,150,Afternoon,Weight Gain,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Parotta,Dinner,83,13.5,9.7,16.5,300,Evening,Balanced Diet,Ingredients Not Available,Parotta is a popular dish served as dinner.
Curd Rice,Lunch,213,54.2,2.2,28.6,200,Anytime,Balanced Diet,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Pav Bhaji,Snack,334,17.4,15.3,23.0,150,Afternoon,Diabetic Friendly,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Biryani,Lunch,127,60.0,16.5,12.2,300,Afternoon,Balanced Diet,Ingredients Not Available,Biryani is a popular dish served as lunch.
Chicken 65,Snack,400,33.8,14.5,20.7,200,Anytime,Balanced Diet,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Payasam,Dessert,289,21.4,11.5,17.2,150,Morning,Immunity Boost,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Vadai,Snack,78,65.0,11.5,26.1,250,Evening,Immunity Boost,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Rasam,Soup,314,49.5,13.6,2.9,300,Evening,Balanced Diet,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Sambar,Side Dish,78,64.6,17.3,13.9,100,Evening,Weight Loss,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Thengai Sevai,Lunch,254,69.6,14.9,24.1,300,Morning,Diabetic Friendly,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Thengai Sevai,Lunch,362,29.9,18.0,20.4,200,Morning,Weight Gain,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Ghee Rice,Lunch,212,64.3,14.2,28.2,200,Evening,Immunity Boost,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Milkshake,Beverage,193,15.0,13.4,11.4,200,Evening,Diabetic Friendly,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Parotta,Dinner,196,23.0,12.3,5.0,150,Evening,Weight Gain,Ingredients Not Available,Parotta is a popular dish served as dinner.
Vegetable Kurma,Side Dish,72,43.9,9.6,22.9,150,Anytime,Diabetic Friendly,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Chapati,Lunch,372,13.0,6.4,7.6,100,Morning,Immunity Boost,Ingredients Not Available,Chapati is a popular dish served as lunch.
Egg Dosa,Breakfast,398,61.7,8.2,10.5,200,Evening,Weight Loss,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Coconut Chutney,Side Dish,129,52.0,18.6,22.7,150,Morning,Diabetic Friendly,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Vegetable Pulao,Lunch,193,49.6,9.2,1.3,200,Morning,Diabetic Friendly,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Keerai Poriyal,Side Dish,68,51.0,19.5,16.1,100,Anytime,Weight Loss,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Pav Bhaji,Snack,126,39.2,7.9,18.2,200,Morning,Immunity Boost,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Peanut Ladoo,Snack,344,15.7,19.5,21.3,200,Evening,Weight Loss,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Mutton Curry,Side Dish,138,45.7,2.5,23.0,300,Afternoon,Weight Loss,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Pav Bhaji,Snack,218,35.3,2.8,26.6,100,Afternoon,Immunity Boost,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Pav Bhaji,Snack,144,58.1,14.9,11.6,300,Anytime,Balanced Diet,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Ragi Mudde,Lunch,179,51.0,16.7,17.4,100,Anytime,Diabetic Friendly,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Dal Tadka,Side Dish,378,41.7,5.3,29.2,100,Evening,Immunity Boost,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Filter Coffee,Beverage,335,18.4,2.9,9.7,100,Afternoon,Immunity Boost,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Beans Stir Fry,Side Dish,341,14.5,15.5,2.1,250,Afternoon,Weight Gain,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Tomato Soup,Soup,77,19.3,9.4,22.8,200,Evening,Weight Gain,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Vadai,Snack,60,29.0,16.4,5.0,150,Morning,Weight Loss,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Filter Coffee,Beverage,75,70.0,18.6,26.6,150,Morning,Balanced Diet,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Keerai Poriyal,Side Dish,135,11.9,7.0,9.3,250,Afternoon,Weight Loss,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Egg Dosa,Breakfast,287,48.5,14.1,17.4,150,Anytime,Balanced Diet,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Filter Coffee,Beverage,336,59.6,3.0,15.0,100,Morning,Diabetic Friendly,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Dosa,Breakfast,170,40.4,10.7,18.5,200,Morning,Weight Loss,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Rasam,Soup,389,19.5,11.8,15.4,250,Morning,Immunity Boost,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Egg Curry,Side Dish,287,19.9,13.8,5.8,250,Evening,Diabetic Friendly,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Egg Curry,Side Dish,59,57.3,13.0,24.1,200,Morning,Diabetic Friendly,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Dosa,Breakfast,397,44.5,10.1,26.9,100,Evening,Weight Loss,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Tamarind Rice,Lunch,260,56.0,16.2,25.9,150,Anytime,Diabetic Friendly,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Egg Dosa,Breakfast,294,18.3,4.7,0.7,200,Anytime,Weight Gain,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Fruits Bowl,Snack,266,64.7,14.0,25.5,300,Anytime,Balanced Diet,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Vegetable Pulao,Lunch,202,55.8,8.5,22.9,200,Morning,Immunity Boost,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Coconut Chutney,Side Dish,189,45.9,17.8,8.8,200,Evening,Weight Gain,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Pesarattu,Breakfast,352,58.9,14.6,27.9,100,Afternoon,Weight Gain,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Coconut Chutney,Side Dish,296,29.9,11.9,29.5,150,Afternoon,Balanced Diet,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Beans Stir Fry,Side Dish,310,42.0,16.1,23.3,200,Anytime,Immunity Boost,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Aloo Paratha,Breakfast,144,34.7,12.4,0.7,100,Anytime,Weight Gain,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Idiyappam,Breakfast,280,40.1,5.8,23.1,100,Afternoon,Weight Loss,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Pumpkin Sambar,Side Dish,185,21.8,11.7,28.5,300,Evening,Weight Loss,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Beans Stir Fry,Side Dish,49,46.3,14.6,8.6,100,Afternoon,Weight Loss,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Pav Bhaji,Snack,66,25.2,4.8,3.7,300,Anytime,Balanced Diet,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
